Complaint total,Temp Avg,Hum Avg,Baro Avg,Windspeed,Gust,Wind Direction,Heat Index,Wind Chill,Dew Point
0,32.582499999999996,91.0,29.595,1.16,3.35,179.75,32.582499999999996,32.6,30.275
0,33.155,92.0,29.605,2.3841650000000003,6.5,168.5,33.155,35.775000000000006,30.975
0,33.74250000000001,89.75,29.642500000000002,2.25,10.85,180.0,33.74250000000001,36.125,31.025
0,34.48,84.5,29.69,3.1891675,11.174999999999999,199.25,34.48,36.875,30.3
0,33.587500000000006,80.0,29.755000000000003,5.7995849999999995,18.575000000000003,167.0,33.587500000000006,40.6,28.0
0,30.3475,68.75,29.8125,9.1425,21.375,264.75,30.3475,40.475,21.3
0,27.140000000000004,66.75,29.87,7.4208325,19.525000000000002,259.0,27.140000000000004,34.025,17.525000000000002
0,24.772500000000004,68.5,29.915000000000003,5.2915275,14.500000000000002,276.0,24.772500000000004,28.625,15.8
0,23.085,69.25,29.965,4.2941675,12.25,265.0,23.085,25.625000000000004,14.524999999999999
0,21.695,70.5,30.007500000000004,2.925,9.0,284.0,21.695,23.075,13.55
0,20.4875,72.75,30.0625,3.108335,9.175,294.75,20.4875,21.950000000000003,13.049999999999999
0,21.052500000000002,69.5,30.1425,2.3537500000000002,7.1,283.0,21.052500000000002,21.55,12.600000000000001
0,23.07,65.75,30.1825,3.5004175,9.825,278.25,23.07,24.2,13.225
0,24.2125,60.0,30.225,3.3962499999999998,10.225,167.0,24.2125,25.5,12.299999999999999
0,25.642500000000002,60.0,30.247500000000002,3.6937500000000005,10.6,221.5,25.642500000000002,27.6,13.65
0,27.0475,57.0,30.2525,4.9995825,12.850000000000001,259.75,27.0475,31.425,13.8
0,27.7925,51.75,30.2775,4.662085,11.175,321.5,27.7925,31.549999999999997,12.25
0,29.314999999999998,48.0,30.275000000000002,5.5649975000000005,13.55,304.5,29.314999999999998,33.45,12.025
0,29.6125,43.5,30.3,5.433335,12.350000000000001,162.25,29.6125,35.1,9.975
0,30.1325,41.0,30.33,4.5920825,11.4,325.25,30.1325,34.275,9.425
0,29.142500000000002,42.5,30.3525,3.4316674999999996,7.9,300.25,29.142500000000002,31.924999999999997,9.225000000000001
0,26.229999999999997,51.75,30.374999999999996,3.3850000000000002,7.6,330.5,26.229999999999997,28.375,10.85
0,24.517500000000002,55.0,30.404999999999998,2.8049999999999997,6.875,250.75,24.517500000000002,26.525000000000002,10.725
0,23.2825,54.25,30.422500000000003,2.0820825000000003,6.15,339.5,23.2825,24.45,9.175
0,22.12,56.75,30.43,2.404545,6.025,277.5,22.12,23.075000000000003,9.075
0,21.0375,58.0,30.455000000000005,1.460415,5.3,273.0,21.0375,21.225,8.425
0,20.4125,58.75,30.47,1.4841674999999999,4.325,294.5,20.4125,20.45,8.125
0,19.6225,64.0,30.484999999999996,0.7043699999999999,3.725,264.25,19.6225,19.625,9.2
0,20.5075,61.5,30.5,1.6154175,4.25,270.25,20.5075,20.95,8.924999999999999
0,20.7175,57.25,30.484999999999996,2.6175024999999996,6.8999999999999995,238.25,20.7175,22.125,7.925
0,20.7975,56.25,30.484999999999996,1.6524999999999999,5.4,262.75,20.7975,21.45,7.675
0,20.7575,55.75,30.495,1.4975,3.925,292.25,20.7575,20.95,7.325
0,20.5775,57.0,30.514999999999997,1.6904175,5.075,228.5,20.5775,20.85,7.825
0,21.095000000000002,59.5,30.5325,2.157915,5.449999999999999,110.0,21.095000000000002,21.65,9.15
0,21.5,60.75,30.544999999999998,2.5183325000000005,6.4750000000000005,197.75,21.5,22.525,10.0
0,22.205000000000002,59.75,30.555,3.5754174999999995,8.049999999999999,40.25,22.205000000000002,23.924999999999997,10.25
0,23.07,58.0,30.555,3.37,8.175,29.25,23.07,24.375,10.55
0,24.134999999999998,56.25,30.534999999999997,4.7675,9.875,35.25,24.134999999999998,26.75,10.725
0,25.6525,55.25,30.534999999999997,4.595,9.875,44.5,25.6525,28.45,11.825
0,27.3,54.0,30.514999999999997,4.204585,8.75,49.25,27.3,29.599999999999998,12.799999999999999
0,27.345,54.0,30.482499999999998,2.56875,6.2749999999999995,60.5,27.345,27.450000000000003,12.924999999999999
0,26.7825,54.5,30.4725,1.3766675,5.075,93.0,26.7825,26.775,12.65
0,26.5275,55.5,30.445,1.1104150000000002,4.199999999999999,163.5,26.5275,26.525,12.700000000000001
0,26.659999999999997,56.0,30.455000000000005,0.7841674999999999,3.7750000000000004,157.25,26.659999999999997,26.625,13.075
0,26.88,55.0,30.465,1.7854174999999999,5.525,220.0,26.88,26.9,12.875
0,26.66,56.0,30.445,0.7220850000000001,3.825,275.75,26.66,26.675,13.1
0,26.415,57.25,30.445,0.10250250000000001,2.0250000000000004,269.75,26.415,26.4,13.325
0,26.432500000000005,57.25,30.435,0.2429175,2.625,212.0,26.432500000000005,26.424999999999997,13.399999999999999
0,26.369999999999997,58.5,30.415000000000003,0.7320825,3.75,135.0,26.369999999999997,26.375,13.775000000000002
0,26.5875,60.5,30.41,1.9620849999999999,5.35,35.0,26.5875,26.75,14.75
0,26.747499999999995,61.0,30.395000000000003,2.6262475,6.675000000000001,29.25,26.747499999999995,28.025,15.025
0,26.5575,64.0,30.385,3.6566674999999997,7.125,117.25,26.5575,28.9,15.974999999999998
0,26.36,67.0,30.385,3.9916650000000002,7.6,63.75,26.36,28.9,16.8
0,25.867500000000003,67.75,30.395000000000003,4.0887525,8.05,169.0,25.867500000000003,28.275,16.675
0,25.835,64.0,30.374999999999996,4.4570825,10.825,97.75,25.835,28.475,15.275
0,25.584999999999997,66.5,30.35,5.491664999999999,13.9,40.25,25.584999999999997,29.450000000000003,16.05
0,25.855,63.75,30.345,5.8608325,13.65,59.75,25.855,30.575000000000003,15.325000000000001
0,25.08,69.25,30.335,6.7875000000000005,14.750000000000002,44.0,25.08,30.150000000000002,16.375
0,24.512500000000003,73.5,30.325,6.29,13.125,33.5,24.512500000000003,29.1,17.25
0,24.262500000000003,74.0,30.335,5.3945825,10.475,113.5,24.262500000000003,27.825000000000003,17.225
0,24.507499999999997,75.75,30.325,5.690832499999999,11.2,107.25,24.507499999999997,28.575000000000003,17.924999999999997
0,25.8975,73.25,30.314999999999998,5.948752499999999,11.75,24.25,25.8975,30.275000000000002,18.4
0,26.6075,70.25,30.2875,6.89208,13.75,30.5,26.6075,32.85,18.35
0,27.002499999999998,73.25,30.2725,6.274582500000001,13.1,27.75,27.002499999999998,32.45,19.575
0,27.88,72.25,30.2425,5.9870825,12.424999999999999,28.0,27.88,33.1,20.075
0,27.6725,76.5,30.225,5.739167500000001,11.55,19.0,27.6725,32.95,21.275000000000002
0,27.2125,80.0,30.195,6.199167500000001,11.825000000000001,91.5,27.2125,32.55,21.925
0,26.93,82.75,30.175000000000004,5.9925025,11.700000000000001,116.5,26.93,31.675,22.35
0,26.572499999999998,85.0,30.154999999999998,5.2483325,10.675,14.0,26.572499999999998,30.175,22.575
0,26.3975,86.5,30.135,5.175,10.5,16.75,26.3975,29.55,22.799999999999997
0,26.292499999999997,86.25,30.1325,5.6399975,10.899999999999999,20.0,26.292499999999997,29.799999999999997,22.725
0,26.184999999999995,86.0,30.115000000000002,5.504167499999999,10.325,115.25,26.184999999999995,29.75,22.575
0,25.975,86.0,30.105,5.0950025,10.075,98.25,25.975,29.175,22.375
0,25.4375,85.75,30.095,5.32375,10.075,94.25,25.4375,28.574999999999996,21.85
0,25.4325,86.0,30.075,4.8491675,9.4,104.25,25.4325,28.224999999999998,21.825000000000003
0,25.465000000000003,85.25,30.055,5.2179174999999995,10.125,95.0,25.465000000000003,28.525,21.625
0,24.955,84.5,30.034999999999997,5.4908325,10.65,92.75,24.955,28.375,21.025000000000002
0,24.8275,83.5,30.014999999999997,5.6470825,10.875,101.25,24.8275,28.549999999999997,20.575000000000003
0,24.66,83.0,30.005000000000003,5.396252499999999,9.85,96.75,24.66,28.025,20.225
0,24.375,81.25,29.984999999999996,5.0220825,9.675,15.0,24.375,26.975,19.474999999999998
0,24.23,81.0,29.984999999999996,3.764165,8.575,249.75,24.23,26.299999999999997,19.174999999999997
0,24.3425,79.75,29.99,3.5020825,8.05,331.25,24.3425,26.4,19.0
0,24.459999999999997,78.5,29.984999999999996,2.7420850000000003,6.8,264.5,24.459999999999997,26.0,18.700000000000003
0,24.655,78.0,29.995,2.5179150000000003,6.675,304.75,24.655,25.625,18.8
0,25.8925,73.25,29.99,3.137085,8.024999999999999,310.25,25.8925,27.599999999999998,18.475
0,29.470000000000002,61.0,29.977500000000003,4.2575,9.275,341.75,29.470000000000002,32.25,17.75
0,31.662499999999998,57.75,29.9725,4.10875,10.75,88.75,31.662499999999998,35.275,18.4
0,32.195,55.75,29.970000000000002,4.2654175,12.350000000000001,231.25,32.195,35.675,18.325
0,31.605,56.5,29.965,4.7133325,12.4,227.0,31.605,36.275000000000006,17.949999999999996
0,31.365,56.75,29.965,4.8074975,12.425,248.25,31.365,35.824999999999996,17.85
0,31.645,52.75,29.9725,5.567915000000001,12.925,295.75,31.645,37.550000000000004,16.425
0,31.53,50.0,29.984999999999996,6.0620825,13.925,307.75,31.53,37.650000000000006,15.0
0,30.794999999999998,49.0,29.995,6.0991675,13.75,314.25,30.794999999999998,37.05,13.925
0,29.330000000000002,51.0,30.014999999999997,3.9541674999999996,11.200000000000001,294.25,29.330000000000002,32.3,13.575
0,28.64,51.0,30.044999999999998,4.848335,14.025,325.0,28.64,32.575,12.825
0,27.697499999999998,52.25,30.075,5.806665000000001,15.275,313.75,27.697499999999998,32.949999999999996,12.5
0,25.847499999999997,56.25,30.095,4.9966675,12.65,320.75,25.847499999999997,29.525,12.475
0,24.15,59.75,30.1225,5.175000000000001,12.575,310.25,24.15,27.674999999999997,12.15
0,23.0375,61.75,30.145000000000003,4.6095825,12.275,297.0,23.0375,25.7,11.899999999999999
0,22.1325,62.25,30.16,4.0920825,11.275,302.75,22.1325,24.275000000000002,11.225
0,21.4625,63.25,30.185,4.187915,11.1,297.5,21.4625,23.7,10.975000000000001
0,21.0225,64.25,30.21,4.3795825,11.100000000000001,301.75,21.0225,23.174999999999997,10.8
0,20.925,63.75,30.23,5.5054175,14.525,304.75,20.925,24.049999999999997,10.625
0,20.9075,64.0,30.25,5.896252499999999,13.625,292.5,20.9075,24.25,10.600000000000001
0,20.7075,64.75,30.2825,5.629167499999999,13.675,296.75,20.7075,23.425,10.65
0,20.4825,65.0,30.310000000000002,4.672085,11.75,246.75,20.4825,22.925,10.675
0,20.2325,65.5,30.33,5.1229175,11.450000000000001,303.75,20.2325,22.849999999999998,10.525
0,21.755,62.25,30.365000000000002,4.612915,11.775,321.5,21.755,24.025,10.825000000000001
0,24.7475,56.25,30.4,5.970415,15.025,326.5,24.7475,29.1,11.325000000000001
0,27.2425,51.0,30.4125,6.3466675,15.85,320.75,27.2425,32.675,11.425
0,29.9125,45.75,30.4175,6.418747499999999,15.700000000000001,93.25,29.9125,36.074999999999996,11.5
0,31.36,43.25,30.42,6.292502499999999,15.825,229.0,31.36,38.3,11.674999999999999
0,32.875,41.25,30.415000000000003,6.0254175000000005,14.525,218.5,32.875,40.125,11.85
0,34.4575,38.5,30.41,5.3912474999999995,15.625000000000002,226.0,34.4575,40.8,11.649999999999999
0,35.3725,37.25,30.415000000000003,5.547915,14.975,310.5,35.3725,42.4,11.775
0,34.95,38.5,30.425000000000004,5.85542,13.8,279.75,34.95,42.974999999999994,12.125
0,34.45,38.5,30.4325,4.392915,11.375,293.25,34.45,39.075,11.675
0,32.0175,41.75,30.4325,1.9195849999999999,6.75,333.0,32.0175,32.75,11.325
0,30.279999999999998,47.25,30.445,2.2495849999999997,6.2250000000000005,247.0,30.279999999999998,30.675,12.6
0,28.51,51.25,30.450000000000003,2.0141675,6.125,252.5,28.51,28.975,12.75
0,26.950000000000003,54.0,30.445,1.9912500000000002,5.55,270.0,26.950000000000003,28.799999999999997,12.425
0,25.765,56.5,30.442500000000003,1.9741675,5.2,266.75,25.765,26.525,12.399999999999999
0,24.0075,61.0,30.425000000000004,0.9699975000000001,3.7,275.5,24.0075,24.025,12.4
0,21.58,68.0,30.415000000000003,0.4375025,2.475,258.75,21.58,21.575,12.6
0,20.955000000000002,69.25,30.404999999999998,2.385,6.4,157.5,20.955000000000002,21.375,12.375
0,20.22,66.5,30.404999999999998,2.0570850000000003,5.35,249.75,20.22,20.275,10.774999999999999
0,19.1325,68.25,30.395000000000003,1.8695825,5.8500000000000005,231.75,19.1325,19.25,10.299999999999999
0,19.165,70.0,30.374999999999996,1.5608325,3.95,236.25,19.165,19.15,10.950000000000001
0,19.3925,70.5,30.355,0.9295825,4.25,258.75,19.3925,19.4,11.275
0,20.0125,68.5,30.352500000000003,2.465415,5.875,244.5,20.0125,20.225,11.25
0,20.8925,64.75,30.3025,0.5179175,3.85,236.0,20.8925,20.875,10.825
0,23.32,63.25,30.294999999999998,2.5037525,6.625,258.5,23.32,23.375,12.675
0,24.1925,61.0,30.284999999999997,1.9004175,5.4,260.75,24.1925,24.175,12.725000000000001
0,26.2375,61.0,30.264999999999997,1.8629175,5.825,241.75,26.2375,26.4,14.675
0,29.0975,61.75,30.2225,3.77375,17.575000000000003,244.0,29.0975,32.2,17.525
0,32.9825,70.5,30.1625,6.391249999999999,18.025,222.75,32.9825,42.775000000000006,24.474999999999998
0,35.0375,70.25,30.0925,9.70875,24.0,190.0,35.0375,49.0,26.3
0,36.045,71.25,30.0425,9.9525,22.675,202.75,36.045,50.425,27.599999999999998
0,34.3825,84.25,29.9925,7.3044649999999995,19.200000000000003,211.75,34.3825,45.45,30.175
0,35.1525,87.25,29.925000000000004,7.50167,19.200000000000003,175.0,35.1525,47.1,31.75
0,35.515,87.75,29.877499999999998,6.845000000000001,17.825000000000003,192.0,35.515,46.724999999999994,32.275
0,36.88,88.5,29.822499999999998,8.0954175,19.55,188.5,36.88,50.75,33.75
0,37.575,88.5,29.764999999999997,8.315832499999999,21.175,195.5,37.575,51.675,34.45
0,38.7325,89.75,29.7025,7.2083325,18.1,182.5,38.7325,51.8,35.925
0,38.53,90.5,29.64,2.6504175,8.575,228.5,38.53,39.925,36.0
0,36.825,90.5,29.585,2.4228025,6.525,270.25,36.825,37.675,34.35
0,35.0625,90.75,29.5575,5.259167499999999,15.225,293.75,35.0625,40.825,32.625
0,32.475,90.5,29.534999999999997,4.7104175,11.8,288.0,32.475,36.8,29.925000000000004
0,31.252499999999998,90.25,29.5475,5.5129174999999995,12.9,284.25,31.252499999999998,36.625,28.775
0,30.935000000000002,90.5,29.555,5.327915,11.225,269.5,30.935000000000002,36.27499999999999,28.400000000000002
0,30.0875,88.25,29.5475,5.379585,12.425,257.75,30.0875,35.45,26.95
0,30.355,84.75,29.555,4.0312525,10.6,254.25,30.355,33.8,26.35
0,29.552500000000002,86.25,29.5625,2.5362525,7.199999999999999,246.75,29.552500000000002,30.575000000000003,25.85
0,29.99,85.75,29.575,3.5420825000000002,8.575,245.25,29.99,32.1,26.15
0,29.705000000000002,87.0,29.585,2.6670825000000002,6.775,244.25,29.705000000000002,29.725,26.199999999999996
0,31.375,84.25,29.595,3.76833,8.2,264.5,31.375,33.2,27.2
0,33.315,81.75,29.605,3.2029175,8.325,251.25,33.315,34.35,28.35
0,36.215,78.25,29.595,3.54875,8.775,259.75,36.215,37.625,29.974999999999998
0,39.955,70.75,29.5925,4.0279175,9.85,233.75,39.955,42.650000000000006,31.225
0,42.94500000000001,59.25,29.572499999999998,3.3095825000000003,9.225000000000001,267.5,42.94500000000001,45.175000000000004,29.700000000000003
0,42.197500000000005,58.5,29.55,2.0525,7.175,320.0,42.197500000000005,42.225,28.75
0,41.317499999999995,63.25,29.54,2.0216675000000004,6.425,190.25,41.317499999999995,41.5,29.75
0,40.995,62.75,29.534999999999997,3.9299975,10.375,215.75,40.995,45.025000000000006,29.275
0,41.295,62.5,29.5425,4.08,11.075,240.0,41.295,45.675000000000004,29.5
0,41.045,62.75,29.5425,3.65042,9.350000000000001,236.75,41.045,42.9,29.35
0,39.8775,66.0,29.5425,2.0029175,6.325,233.75,39.8775,40.0,29.474999999999998
0,38.495000000000005,69.75,29.564999999999998,2.6433324999999996,7.525,224.5,38.495000000000005,39.175,29.550000000000004
0,38.182500000000005,72.0,29.5825,3.2020825,8.925,235.0,38.182500000000005,39.724999999999994,29.825000000000003
0,37.175,74.0,29.589999999999996,3.0456025,7.425,259.5,37.175,38.775000000000006,29.65
0,35.607499999999995,77.5,29.605,3.0752650000000004,7.425,258.0,35.607499999999995,37.1,29.325000000000003
0,34.995,79.0,29.635,3.4412475000000002,8.700000000000001,256.0,34.995,38.225,29.2
0,34.695,79.5,29.665000000000003,2.3170825,6.625,268.75,34.695,37.325,29.025
0,34.7875,79.5,29.695,2.13875,7.0,201.75,34.7875,35.225,29.1
0,35.7825,77.75,29.715,1.9591675,6.85,255.75,35.7825,36.225,29.525
0,36.25,76.5,29.7275,2.71875,7.175,268.0,36.25,37.375,29.5
0,35.5825,77.25,29.755000000000003,2.282915,6.2749999999999995,270.0,35.5825,35.95,29.125
0,35.349999999999994,77.5,29.802500000000002,2.6733325,7.075,256.25,35.349999999999994,35.55,28.900000000000002
0,36.105,76.0,29.825,2.291665,6.425000000000001,245.5,36.105,36.225,29.299999999999997
0,35.6725,77.25,29.855,3.705835,8.625,233.5,35.6725,38.25,29.25
0,36.6125,75.25,29.895000000000003,4.577500000000001,10.275,239.25,36.6125,42.525000000000006,29.4
0,39.8375,67.75,29.9325,5.093335,11.7,233.5,39.8375,47.7,30.050000000000004
0,42.427499999999995,61.25,29.9525,5.17625,11.875,232.25,42.427499999999995,51.075,30.075
0,45.445,52.0,29.942500000000003,4.720834999999999,12.6,236.5,45.445,52.474999999999994,28.9
0,47.379999999999995,45.25,29.9225,4.3,11.65,249.25,47.379999999999995,53.65,27.25
0,47.56,44.0,29.9025,6.2841675,15.524999999999999,253.0,47.56,61.574999999999996,26.7
0,46.675000000000004,45.75,29.8925,6.7629175,16.075,231.75,46.675000000000004,62.175,26.875000000000004
0,47.1725,46.25,29.89,5.193334999999999,14.075000000000001,251.75,47.1725,56.025,27.5
0,46.769999999999996,47.25,29.8575,4.676667500000001,15.175,225.0,46.769999999999996,54.099999999999994,27.675
0,44.427499999999995,55.75,29.839999999999996,4.8550025,11.525,251.75,44.427499999999995,51.525000000000006,29.325
0,41.894999999999996,66.75,29.809999999999995,6.027085,13.0,211.25,41.894999999999996,54.0,31.6
0,41.9625,67.75,29.7625,6.285415,13.725000000000001,203.25,41.9625,54.525,32.150000000000006
0,42.3775,67.5,29.747500000000002,6.5470825,14.524999999999999,218.5,42.3775,55.475,32.325
0,41.97,70.75,29.7125,7.519165,15.9,207.0,41.97,57.05,33.225
0,41.2825,72.25,29.675000000000004,6.626665000000001,14.725000000000001,207.75,41.2825,54.375,33.02499999999999
0,40.932500000000005,70.75,29.6325,4.901667499999999,10.225,212.5,40.932500000000005,47.2,32.125
0,41.362500000000004,66.25,29.599999999999998,4.777915,11.225,210.25,41.362500000000004,48.150000000000006,31.0
0,42.0225,63.0,29.580000000000002,4.4229175,10.95,233.5,42.0225,46.800000000000004,30.325
0,42.2225,62.5,29.564999999999998,3.9333325000000006,10.7,255.0,42.2225,46.0,30.375
0,42.535000000000004,63.75,29.5325,5.815,12.8,229.25,42.535000000000004,54.825,31.150000000000002
0,44.282500000000006,61.25,29.534999999999997,6.650835,15.675,227.75,44.282500000000006,57.375,31.824999999999996
0,45.190000000000005,55.25,29.575,9.285,26.275000000000002,239.5,45.190000000000005,62.89999999999999,30.075
0,42.9075,57.75,29.665000000000003,10.69875,28.55,273.75,42.9075,59.075,29.025
0,39.3125,56.25,29.734999999999996,9.265835,24.575,297.25,39.3125,52.675,25.0
0,37.817499999999995,54.75,29.8025,9.8425,24.7,272.5,37.817499999999995,51.175000000000004,23.075000000000003
0,37.362500000000004,48.5,29.8625,10.887500000000001,25.900000000000002,325.0,37.362500000000004,50.875,19.700000000000003
0,37.6,44.75,29.9,8.958335,23.1,318.5,37.6,49.5,18.15
0,38.207499999999996,43.5,29.92,10.285,25.299999999999997,290.0,38.207499999999996,52.25,17.975
0,38.825,42.5,29.93,8.805832500000001,21.450000000000003,290.75,38.825,51.474999999999994,17.875
0,39.6375,39.25,29.93,10.952917500000002,27.400000000000002,290.5,39.6375,54.525000000000006,16.825
0,39.68,39.75,29.935,10.605414999999999,27.150000000000002,274.0,39.68,55.025,17.15
0,39.42999999999999,37.5,29.950000000000003,11.383747499999998,27.5,282.0,39.42999999999999,54.95,15.55
0,39.29,34.5,29.975,10.7766675,27.175000000000004,300.0,39.29,54.64999999999999,13.675
0,38.1925,33.5,30.0075,10.49,28.175000000000004,285.5,38.1925,52.375,11.725
0,36.12,36.25,30.044999999999998,7.442499999999999,22.025,303.5,36.12,46.15,12.0
0,34.43,36.75,30.08,7.479167500000001,20.625,284.5,34.43,43.875,10.799999999999999
0,32.739999999999995,39.25,30.105,4.490835,13.2,309.75,32.739999999999995,37.175,10.575
0,31.0225,44.0,30.124999999999996,3.297085,10.475000000000001,315.5,31.0225,33.949999999999996,11.725000000000001
0,29.7825,43.5,30.154999999999998,3.6183324999999997,10.475000000000001,313.25,29.7825,33.025,10.2
0,29.227500000000003,36.5,30.175000000000004,5.374165,14.475,263.75,29.227500000000003,34.45,5.824999999999999
0,28.19,38.0,30.185,4.8475,13.3,304.75,28.19,31.900000000000002,5.775
0,27.1525,41.25,30.205000000000005,4.3617425,9.775,276.25,27.1525,30.05,6.800000000000001
0,24.69666666666667,46.666666666666664,30.23,4.025556666666667,10.066666666666668,23.666666666666668,24.69666666666667,27.46666666666667,7.166666666666667
0,23.139999999999997,48.5,30.237499999999997,2.6007949999999997,5.9750000000000005,336.5,23.139999999999997,24.349999999999998,6.625
0,22.32,50.75,30.255000000000003,2.015,5.925,177.25,22.32,23.275,6.9
0,21.96,55.25,30.28,1.76375,5.425000000000001,104.75,21.96,22.775000000000002,8.325000000000001
0,22.275,54.25,30.314999999999998,2.6508325,8.725,147.0,22.275,23.275000000000002,8.3
0,21.505000000000003,54.75,30.347499999999997,3.987085,9.3,176.75,21.505000000000003,23.299999999999997,7.824999999999999
0,23.14,51.0,30.3925,4.0884775,9.775,251.75,23.14,25.275,7.75
0,25.160000000000004,46.75,30.425000000000004,4.8195825,12.925,291.5,25.160000000000004,28.650000000000002,7.725
0,26.759999999999998,43.25,30.4625,5.5229175,13.424999999999999,335.75,26.759999999999998,31.15,7.45
0,28.03,39.5,30.4675,5.4283775,14.325,305.0,28.03,32.900000000000006,6.550000000000001
0,29.944999999999997,35.5,30.4625,4.8791675,13.875,337.5,29.944999999999997,34.2,5.775
0,31.747500000000002,32.0,30.4625,4.4987525,12.0,179.25,31.747500000000002,35.800000000000004,5.225
0,33.5825,30.25,30.44,4.329585,11.7,301.75,33.5825,37.625,5.675
0,34.445,32.25,30.445,3.6337525,10.725,141.0,34.445,36.75,7.825
0,34.53,37.0,30.479999999999997,3.6175025,9.7,176.75,34.53,37.425000000000004,10.9
0,32.99250000000001,42.25,30.505000000000003,4.399585,9.975,166.5,32.99250000000001,37.800000000000004,12.625
0,30.572499999999998,48.75,30.534999999999997,3.59,9.2,202.5,30.572499999999998,31.9,13.525
0,29.4125,52.5,30.54,2.1158325000000002,6.2,201.5,29.4125,29.4,14.2
0,29.255000000000003,58.0,30.534999999999997,1.7370824999999999,5.625,203.75,29.255000000000003,29.35,16.425
0,30.385,59.0,30.497500000000002,2.5175025,7.375,106.75,30.385,31.4,17.700000000000003
0,30.2425,60.25,30.509999999999998,1.9575,6.375,177.75,30.2425,30.4,18.075000000000003
0,29.627499999999998,62.5,30.534999999999997,2.3258324999999997,5.775,233.0,29.627499999999998,29.650000000000002,18.425
0,29.2575,67.25,30.514999999999997,1.156665,4.35,241.5,29.2575,29.35,19.674999999999997
0,30.189999999999998,68.75,30.5025,2.1408325,6.2,253.5,30.189999999999998,30.35,21.1
0,33.0075,73.75,30.4925,5.3620825,16.125,222.25,33.0075,40.725,25.525
0,35.565,74.25,30.484999999999996,7.1629175,16.075,193.25,35.565,47.75,28.15
0,34.474999999999994,77.0,30.4725,5.989999999999999,13.95,213.0,34.474999999999994,43.925,28.025000000000002
0,33.1725,79.0,30.455000000000005,4.547085,10.25,225.5,33.1725,39.0,27.325000000000003
0,31.8225,81.5,30.442500000000003,3.3629175,7.775,240.5,31.8225,33.175,26.75
0,31.0625,82.5,30.4325,2.0791649999999997,5.75,250.75,31.0625,31.075,26.299999999999997
0,32.5,79.75,30.415000000000003,2.2524975,9.7,273.75,32.5,33.6,26.9
0,36.2075,72.5,30.4025,7.1254175,18.325,229.75,36.2075,47.150000000000006,28.175
0,35.375,82.5,30.3725,6.154165000000001,16.825,209.0,35.375,45.275000000000006,30.5
1,35.2525,89.0,30.3325,5.2520825,13.575,201.75,35.2525,42.275,32.3
0,36.3425,88.75,30.284999999999997,6.647915,15.825000000000001,170.5,36.3425,48.0,33.324999999999996
1,36.964999999999996,88.75,30.220000000000002,6.9404175,16.975,166.5,36.964999999999996,48.25,33.95
0,38.75,90.5,30.135,7.47625,16.1,147.25,38.75,50.575,36.175000000000004
0,39.75,91.5,30.0825,5.57375,13.25,149.0,39.75,48.775000000000006,37.475
0,40.79,92.5,30.0225,4.9404175,12.575000000000001,144.75,40.79,47.475,38.724999999999994
0,41.887499999999996,93.0,29.965,4.265835,11.525,159.5,41.887499999999996,46.55,39.974999999999994
0,41.71,93.25,29.950000000000003,3.79625,10.0,231.25,41.71,45.75,39.925000000000004
0,37.4725,92.0,29.955000000000005,4.6658325000000005,11.8,291.75,37.4725,42.800000000000004,35.375
0,35.182500000000005,92.0,29.955000000000005,3.3141675,9.05,265.75,35.182500000000005,37.3,33.1
0,34.97,91.75,29.977500000000003,3.9066675,9.75,240.75,34.97,39.6,32.775
0,35.965,90.25,30.01,3.7925025,11.350000000000001,241.0,35.965,39.849999999999994,33.325
0,37.395,87.75,30.0525,5.361667499999999,14.200000000000001,266.25,37.395,43.925,33.925
0,40.28,72.5,30.075,9.50208,22.025,283.0,40.28,54.5,32.099999999999994
0,40.160000000000004,66.75,30.117500000000003,8.354167499999999,21.5,290.25,40.160000000000004,53.275,29.974999999999998
0,39.6575,64.75,30.154999999999998,8.195415,21.15,284.0,39.6575,51.975,28.775
0,38.705,65.75,30.1675,5.0004175,14.424999999999999,294.75,38.705,45.400000000000006,28.25
0,37.74,67.5,30.185,2.9695825,10.325,265.5,37.74,41.150000000000006,27.924999999999997
0,35.427499999999995,72.5,30.215,1.262915,5.325,301.0,35.427499999999995,35.75,27.475
0,35.224999999999994,73.25,30.229999999999997,1.5945825,6.75,277.25,35.224999999999994,36.275,27.450000000000003
0,33.305,77.75,30.2725,1.3279150000000002,4.65,140.5,33.305,33.325,27.125
0,34.809999999999995,76.0,30.3125,2.02125,5.75,230.5,34.809999999999995,34.85,28.0
0,36.66,74.0,30.335,1.9720825,6.625,244.25,36.66,36.775000000000006,29.225
0,39.832499999999996,68.5,30.345,0.9966649999999999,4.0,155.5,39.832499999999996,39.849999999999994,30.299999999999997
0,41.9825,61.25,30.345,1.781665,5.75,212.25,41.9825,42.075,29.625
0,42.495,59.75,30.3375,2.609165,6.175,164.25,42.495,42.95,29.5
0,42.505,61.0,30.322499999999998,3.8687475000000004,8.975,167.25,42.505,46.949999999999996,29.925
0,42.205000000000005,60.25,30.322499999999998,5.40875,11.1,188.25,42.205000000000005,51.8,29.424999999999997
0,41.972500000000004,59.25,30.294999999999998,5.0737499999999995,11.625,195.75,41.972500000000004,49.775,28.9
0,41.655,60.0,30.2725,4.0025,9.125,188.25,41.655,44.575,28.825
0,40.605000000000004,64.25,30.255000000000003,2.9991674999999995,8.45,171.0,40.605000000000004,41.375,29.5
