Complaint total,Temp Avg,Hum Avg,Baro Avg,Windspeed,Gust,Wind Direction,Heat Index,Wind Chill,Dew Point
0,48.54,96.0,30.17,0.535,3.2,191.0,48.54,48.5,47.4
0,46.83,95.0,30.16,1.34833,5.4,180.0,46.83,46.8,45.6
0,43.93,96.0,30.13,0.56667,3.5,154.0,43.93,43.9,42.8
0,43.81,96.0,30.11,0.58833,4.7,112.0,43.81,43.8,42.7
0,43.82,96.0,30.1,0.5083300000000001,4.0,23.0,43.82,43.8,42.7
0,43.69,97.0,30.09,0.81,4.2,83.0,43.69,43.7,42.8
0,43.74,97.0,30.07,0.20833000000000002,2.1,50.0,43.74,43.7,42.9
0,44.35,97.0,30.06,0.32666999999999996,2.6,67.0,44.35,44.3,43.5
0,44.84,97.0,30.06,0.625,3.0,360.0,44.84,44.8,43.9
0,44.84,96.0,30.07,0.14332999999999999,1.8,110.0,44.84,44.8,43.7
0,45.17,96.0,30.07,0.17833,2.2,289.0,45.17,45.2,44.1
0,45.4,97.0,30.1,0.05832999999999999,2.1,360.0,45.4,45.4,44.6
0,45.85,97.0,30.11,0.13167,2.1,360.0,45.85,45.9,45.0
0,46.09,94.0,30.13,0.40833,3.7,120.0,46.09,46.1,44.6
1,46.22,91.0,30.16,0.88833,4.2,171.0,46.22,46.2,43.8
0,46.37,86.0,30.17,1.61667,5.7,136.0,46.37,46.4,42.4
0,47.39,79.0,30.16,2.91833,9.5,95.0,47.39,47.4,41.3
0,49.62,67.0,30.16,3.7466699999999995,10.6,149.0,49.62,52.1,39.2
1,51.86,63.0,30.16,2.96667,9.0,146.0,51.86,51.9,39.5
0,52.34,60.0,30.13,2.91667,9.5,90.0,52.34,52.3,38.9
0,53.86,53.0,30.12,2.86167,11.4,92.0,53.86,53.9,37.2
0,52.53,52.0,30.11,2.65167,6.7,95.0,52.53,52.5,35.6
1,50.3,54.0,30.13,3.97,10.0,124.0,50.3,50.9,34.2
0,47.66,55.0,30.13,2.415,8.1,156.0,47.66,47.7,32.4
0,46.31,57.0,30.17,2.01667,7.5,118.0,46.31,46.3,31.9
0,45.69,56.0,30.19,2.41833,8.5,136.0,45.69,45.7,31.1
0,44.84,55.0,30.18,2.2316700000000003,6.5,134.0,44.84,44.8,29.4
0,43.96,53.0,30.2,1.5066700000000002,4.9,156.0,43.96,44.0,28.2
0,43.42,53.0,30.19,1.16,4.7,166.0,43.42,43.4,27.4
0,42.78,53.0,30.19,0.59,4.4,122.0,42.78,42.8,27.0
0,42.27,54.0,30.19,1.80167,6.5,152.0,42.27,42.3,26.8
0,41.44,52.0,30.19,1.71333,6.5,191.0,41.44,41.4,25.3
0,40.77,52.0,30.17,1.24167,4.4,172.0,40.77,40.8,24.4
0,40.81,55.0,30.17,1.20167,5.7,166.0,40.81,40.8,25.9
0,40.39,56.0,30.18,1.71333,6.2,174.0,40.39,40.4,26.1
1,40.21,61.0,30.19,1.47833,4.7,165.0,40.21,40.2,27.7
0,40.68,60.0,30.18,1.27667,4.9,221.0,40.68,40.7,27.9
0,40.75,65.0,30.16,1.2733299999999999,6.5,236.0,40.75,40.7,29.9
0,41.37,69.0,30.16,1.6483299999999999,6.7,251.0,41.37,41.4,31.9
0,41.49,75.0,30.16,1.52167,6.2,222.0,41.49,41.5,34.3
0,41.15,81.0,30.13,2.60833,7.5,168.0,41.15,41.1,35.7
0,39.77,85.0,30.12,2.28667,7.0,161.0,39.77,39.8,35.7
1,39.05,89.0,30.09,2.42833,7.5,116.0,39.05,39.1,36.2
0,39.25,92.0,30.06,3.215,7.9,181.0,39.25,39.7,37.1
0,40.29,93.0,30.03,2.605,7.5,157.0,40.29,40.3,38.5
0,41.29,95.0,30.01,1.94,6.7,147.0,41.29,41.3,39.9
1,41.24,95.0,29.99,1.9283299999999999,5.7,133.0,41.24,41.2,40.0
1,40.52,96.0,29.97,1.60833,6.0,135.0,40.52,40.5,39.5
0,40.27,96.0,29.97,0.6166699999999999,3.0,148.0,40.27,40.3,39.3
0,40.18,96.0,29.98,0.725,4.9,125.0,40.18,40.2,39.2
0,40.06,96.0,29.97,0.72833,3.7,122.0,40.06,40.1,39.1
0,39.82,96.0,29.96,0.38333,3.7,121.0,39.82,39.8,38.8
0,38.8,96.0,29.94,0.52167,3.0,333.0,38.8,38.8,37.9
0,39.01,97.0,29.94,0.7583300000000001,3.5,49.0,39.01,39.0,38.2
0,38.83,97.0,29.94,1.465,6.7,333.0,38.83,38.8,38.1
0,37.1,97.0,29.94,0.19667,2.7,360.0,37.1,37.1,36.3
0,37.34,98.0,29.94,0.9466700000000001,5.4,162.0,37.34,37.3,36.8
0,38.0,98.0,29.93,0.20667,3.5,292.0,38.0,38.0,37.5
0,37.87,98.0,29.93,0.23,2.7,59.0,37.87,37.9,37.4
0,37.33,98.0,29.92,0.23,2.1,337.0,37.33,37.3,36.8
0,36.89,98.0,29.94,0.046669999999999996,1.3,21.0,36.89,36.9,36.4
1,36.83,98.0,29.94,0.006670000000000001,1.3,292.0,36.83,36.8,36.3
1,38.9,98.0,29.94,0.02167,1.6,315.0,38.9,38.9,38.4
1,41.13,98.0,29.93,0.165,2.1,270.0,41.13,41.1,40.5
0,42.94,96.0,29.94,0.25333,1.6,225.0,42.94,42.9,41.9
1,,,,,,,,,
0,36.04,48.0,29.94,5.9,12.4,45.0,36.04,45.9,18.2
0,34.37,54.0,29.95,6.04,15.1,43.0,34.37,44.3,19.4
0,34.56,52.0,29.94,6.61333,18.0,39.0,34.56,46.0,18.7
0,35.3,49.0,29.96,5.91,16.3,40.0,35.3,45.3,18.2
0,35.88,48.0,29.96,6.435,18.0,36.0,35.88,47.6,18.0
0,36.73,47.0,29.97,4.603330000000001,14.0,38.0,36.73,40.8,18.5
0,37.31,44.0,30.0,5.13167,13.8,23.0,37.31,44.6,17.2
0,37.62,43.0,30.02,4.50167,11.4,22.0,37.62,42.2,17.1
0,36.21,47.0,30.04,2.73833,10.5,10.0,36.21,36.6,17.9
0,35.24,49.0,30.07,1.95833,6.7,12.0,35.24,35.2,18.1
0,33.79,52.0,30.11,0.8816700000000001,6.7,11.0,33.79,33.8,18.0
0,33.32,53.0,30.14,1.545,5.7,360.0,33.32,33.3,18.1
0,33.12,52.0,30.17,1.1316700000000002,6.2,41.0,33.12,33.1,17.6
0,31.26,53.0,30.2,0.21833000000000002,3.7,11.0,31.26,31.3,16.0
0,29.04,61.0,30.23,0.06667000000000001,1.8,53.0,29.04,29.0,17.4
0,27.48,68.0,30.25,0.0,1.1,225.0,27.48,27.5,18.2
0,26.27,73.0,30.28,0.045,1.8,225.0,26.27,26.3,18.9
0,25.78,77.0,30.31,0.0016699999999999998,1.1,270.0,25.78,25.8,19.5
0,25.34,78.0,30.33,0.0,0.0,247.0,25.34,25.3,19.3
0,24.72,80.0,30.36,0.0,0.0,225.0,24.72,24.7,19.3
0,24.32,81.0,30.38,0.03167,2.1,225.0,24.32,24.3,19.3
0,23.08,85.0,30.41,0.0,0.0,270.0,23.08,23.1,19.2
0,22.93,86.0,30.44,0.01167,1.6,270.0,22.93,22.9,19.3
0,25.9,82.0,30.48,0.10667,2.1,270.0,25.9,25.9,21.2
1,33.37,65.0,30.51,1.4083299999999999,5.7,270.0,33.37,33.4,22.7
0,39.22,46.0,30.53,2.035,7.7,273.0,39.22,39.2,20.2
0,42.16,36.0,30.52,2.025,7.5,323.0,42.16,42.2,17.1
0,44.02,30.0,30.52,2.42,7.7,46.0,44.02,44.0,14.5
0,44.13,28.0,30.51,2.48667,9.5,272.0,44.13,44.1,13.2
0,44.87,25.0,30.5,2.40167,8.5,273.0,44.87,45.1,11.4
0,44.6,30.0,30.5,3.1066700000000003,8.9,288.0,44.6,45.1,14.6
0,43.76,37.0,30.49,3.00833,8.9,197.0,43.76,44.3,19.3
0,41.23,48.0,30.48,3.0183299999999997,8.9,175.0,41.23,42.0,22.8
0,39.09,52.0,30.48,2.12167,7.7,183.0,39.09,39.1,23.0
0,38.08,57.0,30.48,2.115,5.4,214.0,38.08,38.1,24.2
0,36.36,59.0,30.48,1.92167,5.5,269.0,36.36,36.4,23.6
0,36.0,59.0,30.48,2.78167,8.9,244.0,36.0,36.2,23.1
0,33.94,64.0,30.46,0.9633299999999999,4.7,239.0,33.94,33.9,22.9
1,31.9,71.0,30.45,0.55833,2.7,270.0,31.9,31.9,23.5
0,31.36,72.0,30.42,1.12333,3.2,90.0,31.36,31.4,23.2
0,31.37,72.0,30.4,0.37,2.6,281.0,31.37,31.4,23.5
0,34.79,67.0,30.35,0.145,3.0,270.0,34.79,34.8,25.0
0,34.96,68.0,30.33,1.42167,4.4,270.0,34.96,35.0,25.4
0,35.69,69.0,30.3,0.23167,2.2,225.0,35.69,35.7,26.5
0,36.25,72.0,30.27,0.13833,3.0,263.0,36.25,36.3,28.2
0,35.38,84.0,30.24,0.11832999999999999,2.2,270.0,35.38,35.4,30.9
0,37.34,85.0,30.21,0.695,3.5,225.0,37.34,37.3,33.1
0,39.95,81.0,30.18,1.0,5.0,253.0,39.95,40.0,34.7
1,42.76,83.0,30.13,2.26167,8.4,235.0,42.76,43.0,37.9
0,46.43,75.0,30.1,3.435,10.0,260.0,46.43,47.8,39.1
0,49.17,64.0,30.05,4.80333,13.0,226.0,49.17,57.1,37.7
1,50.05,64.0,29.99,4.29833,11.0,256.0,50.05,51.0,38.2
0,50.72,69.0,29.92,5.183330000000001,13.3,216.0,50.72,50.7,41.0
0,50.55,71.0,29.88,5.03667,12.8,212.0,50.55,50.6,41.6
0,49.77,75.0,29.84,4.771669999999999,14.5,221.0,49.77,56.6,42.1
1,48.99,81.0,29.81,3.20167,8.9,198.0,48.99,49.9,43.5
0,48.07,90.0,29.8,2.2,3.7,212.0,48.07,48.1,45.2
0,48.09,93.0,29.75,1.98167,8.4,214.0,48.09,48.1,46.3
0,48.13,94.0,29.69,1.085,4.7,220.0,48.13,48.1,46.6
0,48.07,95.0,29.63,0.77833,6.7,223.0,48.07,48.1,46.7
0,48.27,95.0,29.57,0.515,3.5,279.0,48.27,48.3,47.0
0,48.31,96.0,29.52,0.18833,2.1,180.0,48.31,48.3,47.1
0,48.09,97.0,29.49,1.225,5.4,274.0,48.09,48.1,47.2
0,46.94,96.0,29.46,2.76333,8.1,304.0,46.94,46.9,46.0
0,44.83,93.0,29.44,3.80833,16.3,273.0,44.83,47.3,43.0
0,42.62,90.0,29.42,3.06167,10.3,355.0,42.62,43.9,39.9
0,41.59,90.0,29.4,2.13,5.7,360.0,41.59,41.6,38.9
0,41.1,93.0,29.38,2.25833,5.4,269.0,41.1,41.1,39.2
0,40.56,87.0,29.38,2.89667,8.9,268.0,40.56,40.6,36.9
0,38.73,83.0,29.38,2.965,8.9,264.0,38.73,38.7,34.1
1,38.72,77.0,29.39,3.5066699999999997,12.4,280.0,38.72,39.4,32.3
0,39.7,70.0,29.39,4.24667,14.0,272.0,39.7,43.6,30.5
0,41.35,61.0,29.39,5.026669999999999,14.1,275.0,41.35,49.2,29.1
1,41.45,60.0,29.38,6.106669999999999,16.3,279.0,41.45,54.1,28.8
0,40.23,60.0,29.39,8.94167,25.3,285.0,40.23,56.5,27.5
0,39.03,56.0,29.42,8.63667,29.6,282.0,39.03,54.1,24.6
0,38.58,53.0,29.46,8.195,31.0,282.0,38.58,52.5,23.0
0,36.45,46.0,29.5,8.47,25.1,313.0,36.45,50.6,17.4
0,35.14,45.0,29.54,8.39833,25.3,303.0,35.14,48.2,16.2
0,33.77,50.0,29.57,5.17167,14.9,294.0,33.77,40.6,16.9
1,33.06,51.0,29.6,4.78667,17.3,280.0,33.06,37.9,17.1
0,32.76,52.0,29.62,4.86,13.5,264.0,32.76,38.0,16.9
0,32.41,51.0,29.64,4.37667,14.9,268.0,32.41,36.0,16.3
0,31.98,52.0,29.65,3.81333,12.8,284.0,31.98,34.5,16.2
0,32.08,50.0,29.66,3.61,11.0,267.0,32.08,33.0,15.6
0,32.28,52.0,29.64,3.26,12.4,265.0,32.28,33.3,16.5
0,32.6,55.0,29.63,4.815,13.0,242.0,32.6,37.5,18.3
0,32.61,58.0,29.6,5.5566699999999996,17.0,222.0,32.61,40.5,19.6
0,33.34,64.0,29.57,3.52,12.0,220.0,33.34,34.3,22.3
0,34.87,69.0,29.54,4.84167,13.5,221.0,34.87,39.4,25.6
0,34.26,69.0,29.53,3.46,11.6,248.0,34.26,35.4,25.3
0,32.51,75.0,29.53,2.40333,8.1,270.0,32.51,32.5,25.4
0,33.28,80.0,29.56,2.73833,7.0,263.0,33.28,33.3,27.9
0,35.05,75.0,29.61,3.9016699999999997,10.6,277.0,35.05,36.6,27.8
1,36.19,57.0,29.68,3.9083300000000003,11.9,292.0,36.19,37.8,22.4
0,38.3,49.0,29.73,5.0,16.1,306.0,38.3,44.9,20.7
0,38.61,44.0,29.79,5.9316699999999996,22.6,341.0,38.61,48.8,18.8
0,39.23,42.0,29.83,6.83,25.3,321.0,39.23,51.9,17.8
0,40.18,38.0,29.87,6.94655,20.1,341.0,40.18,53.7,16.3
0,39.97,35.0,29.91,9.62069,18.6,337.0,39.97,55.3,14.8
0,39.83,36.0,29.96,5.4,15.1,360.0,39.83,48.3,15.3
0,39.31,37.0,30.01,6.37667,15.1,360.0,39.31,50.5,15.0
0,37.35,39.0,30.06,6.78793,14.5,17.0,37.35,48.7,14.5
0,35.39,42.0,30.12,4.25,11.1,360.0,35.39,39.1,14.5
0,34.0,47.0,30.17,2.09833,7.7,30.0,34.0,34.4,16.0
0,31.64,56.0,30.22,1.03833,4.9,315.0,31.64,31.6,17.6
0,30.88,57.0,30.26,1.47833,7.9,360.0,30.88,30.9,17.6
0,29.81,59.0,30.3,0.56,4.7,286.0,29.81,29.8,17.2
0,29.19,59.0,30.33,0.39833,3.2,360.0,29.19,29.2,16.8
0,28.71,64.0,30.35,0.125,2.2,180.0,28.71,28.7,18.0
0,31.01,60.0,30.38,2.1233299999999997,7.7,28.0,31.01,31.0,18.8
0,31.2,60.0,30.4,0.90833,5.4,33.0,31.2,31.2,19.1
0,31.55,59.0,30.42,1.2,5.5,60.0,31.55,31.6,19.0
0,31.43,60.0,30.44,0.67833,4.0,45.0,31.43,31.4,19.3
0,30.52,62.0,30.46,0.03667,1.6,315.0,30.52,30.5,18.9
0,30.7,62.0,30.47,0.23667,3.0,202.0,30.7,30.7,19.3
1,32.55,57.0,30.47,0.39333,3.2,90.0,32.55,32.5,19.2
1,32.79,60.0,30.49,0.40833,2.6,45.0,32.79,32.8,20.6
1,32.94,63.0,30.51,0.355,2.6,22.0,32.94,32.9,21.7
0,34.82,64.0,30.53,0.595,2.7,360.0,34.82,34.8,24.0
0,38.27,60.0,30.53,1.0916700000000001,4.4,54.0,38.27,38.3,25.7
0,41.44,58.0,30.53,3.775,10.6,215.0,41.44,43.2,27.8
0,43.5,59.0,30.51,3.78,9.3,210.0,43.5,47.2,30.1
0,44.94,51.0,30.49,4.13846,5.0,270.0,44.94,55.9,28.1
0,45.3,51.0,30.48,7.2,7.2,225.0,45.3,63.0,28.3
0,45.9,55.0,30.47,7.05,11.4,270.0,45.9,56.2,30.5
0,45.63,58.0,30.46,4.92075,12.5,225.0,45.63,53.7,31.9
0,44.61,64.0,30.46,2.54667,7.9,195.0,44.61,44.6,33.1
0,43.53,69.0,30.45,0.8283299999999999,3.7,197.0,43.53,43.5,34.0
0,42.19,78.0,30.45,0.08333,2.6,170.0,42.19,42.2,35.9
0,39.36,82.0,30.44,0.0016699999999999998,1.1,90.0,39.36,39.4,34.5
0,38.81,86.0,30.44,0.32833,3.0,67.0,38.81,38.8,35.1
0,38.73,89.0,30.43,0.0033299999999999996,1.1,45.0,38.73,38.7,35.7
1,38.01,92.0,30.41,0.0,0.0,90.0,38.01,38.0,35.8
1,36.79,95.0,30.41,0.19333,2.7,90.0,36.79,36.8,35.4
0,37.66,95.0,30.4,1.2,4.0,226.0,37.66,37.7,36.4
0,37.12,95.0,30.4,0.385,3.7,283.0,37.12,37.1,35.9
0,35.28,96.0,30.39,0.28167,3.2,202.0,35.28,35.3,34.2
0,36.52,96.0,30.38,2.045,4.7,283.0,36.52,36.5,35.5
0,35.8,96.0,30.38,2.10333,4.9,270.0,35.8,35.8,34.7
1,35.91,96.0,30.37,2.54167,5.4,270.0,35.91,35.9,34.9
1,36.57,97.0,30.37,2.34,5.5,270.0,36.57,36.6,35.8
1,39.08,97.0,30.37,1.945,5.4,282.0,39.08,39.1,38.3
0,44.92,92.0,30.37,4.16,10.5,276.0,44.92,50.6,42.6
1,50.34,81.0,30.36,4.62,10.3,260.0,50.34,52.4,44.6
0,55.22,69.0,30.34,4.285,10.3,231.0,55.22,55.2,45.2
0,59.58,59.0,30.31,5.29833,10.5,255.0,59.58,59.6,45.1
1,62.58,52.0,30.29,4.901669999999999,10.3,226.0,62.58,62.6,44.7
0,62.43,59.0,30.27,4.638330000000001,10.3,163.0,62.43,62.4,48.1
1,63.98,56.0,30.26,3.87451,8.1,220.0,63.98,64.0,47.8
0,60.99,61.0,30.25,3.44694,8.5,214.0,60.99,61.0,47.6
0,58.44,66.0,30.25,3.4483300000000003,9.8,238.0,58.44,58.4,47.2
0,57.11,69.0,30.25,2.83,6.7,222.0,57.11,57.1,46.9
0,55.77,72.0,30.26,1.4933299999999998,5.0,232.0,55.77,55.8,46.8
0,55.49,76.0,30.26,3.0183299999999997,6.7,220.0,55.49,55.5,48.0
0,56.42,71.0,30.26,2.27333,6.0,222.0,56.42,56.4,47.1
0,56.24,75.0,30.25,2.705,6.5,228.0,56.24,56.2,48.2
0,57.57,73.0,30.24,3.1916700000000002,9.8,217.0,57.57,57.6,49.0
0,57.02,74.0,30.24,3.43667,9.3,221.0,57.02,57.0,48.8
0,55.89,76.0,30.23,2.17333,7.9,229.0,55.89,55.9,48.3
0,54.84,78.0,30.23,2.31,7.5,238.0,54.84,54.8,48.1
0,53.96,80.0,30.22,1.78667,4.9,269.0,53.96,54.0,48.0
0,52.91,82.0,30.21,2.49333,6.5,270.0,52.91,52.9,47.5
0,53.62,80.0,30.21,4.1933300000000004,9.3,226.0,53.62,53.6,47.6
0,52.86,82.0,30.2,3.76833,9.0,259.0,52.86,52.9,47.4
0,52.61,80.0,30.2,3.60167,8.9,258.0,52.61,52.6,46.6
0,53.57,77.0,30.2,3.7033300000000002,8.4,249.0,53.57,53.6,46.5
0,55.02,74.0,30.21,3.5766699999999996,10.3,263.0,55.02,55.0,46.7
0,57.4,67.0,30.19,3.7983300000000004,9.8,262.0,57.4,57.4,46.4
1,60.52,60.0,30.18,3.5316699999999996,9.0,274.0,60.52,60.5,46.7
1,64.87,51.0,30.13,4.28333,10.6,234.0,64.87,64.9,46.4
0,66.77,51.0,30.1,4.271669999999999,9.5,260.0,66.77,66.8,48.3
0,66.99,52.0,30.08,4.41833,10.5,188.0,66.99,67.0,48.7
0,67.44,51.0,30.05,4.00167,11.4,183.0,67.44,67.4,48.6
0,68.05,48.0,30.06,2.22,10.6,197.0,68.05,68.1,47.3
0,61.84,61.0,30.07,1.75,4.9,180.0,61.84,61.8,48.0
0,58.15,67.0,30.09,1.08333,3.7,270.0,58.15,58.1,47.4
0,57.02,69.0,30.09,1.02167,4.7,308.0,57.02,57.0,47.0
0,60.16,57.0,30.08,1.94833,5.4,270.0,60.16,60.2,44.8
0,60.68,55.0,30.07,2.39833,6.7,269.0,60.68,60.7,44.3
0,62.39,51.0,30.08,3.395,11.0,242.0,62.39,62.4,44.2
0,62.06,52.0,30.07,3.15333,8.4,237.0,62.06,62.1,44.4
0,59.79,57.0,30.07,1.86333,7.9,229.0,59.79,59.8,44.5
0,58.21,61.0,30.07,1.995,6.0,79.0,58.21,58.2,44.7
0,58.28,62.0,30.07,2.05667,6.5,220.0,58.28,58.3,45.1
0,54.1,70.0,30.07,0.365,2.6,45.0,54.1,54.1,44.6
0,51.23,78.0,30.08,0.15167,2.1,36.0,51.23,51.2,44.7
0,51.64,78.0,30.09,0.14332999999999999,2.7,186.0,51.64,51.6,45.0
0,52.25,76.0,30.11,0.07332999999999999,1.6,254.0,52.25,52.2,45.0
0,50.19,82.0,30.13,0.11832999999999999,2.6,64.0,50.19,50.2,44.9
0,54.68,73.0,30.16,0.36667,4.0,225.0,54.68,54.7,46.1
0,63.27,56.0,30.17,0.785,3.5,190.0,63.27,63.3,47.3
0,66.89,50.0,30.18,1.10333,4.4,315.0,66.89,66.9,47.6
0,70.84,43.0,30.17,1.445,4.4,268.0,70.84,70.8,47.2
0,72.13,42.0,30.14,1.63,5.5,90.0,72.13,72.1,47.8
0,70.34,47.0,30.12,3.15167,10.3,57.0,70.34,70.3,48.9
0,68.03,48.0,30.12,4.51,10.5,209.0,68.03,68.0,47.4
1,68.25,48.0,30.11,3.805,9.8,195.0,68.25,68.3,47.6
1,65.89,55.0,30.12,2.54333,5.5,239.0,65.89,65.9,49.5
1,63.21,61.0,30.13,1.49833,4.2,252.0,63.21,63.2,49.5
0,58.99,68.0,30.14,0.72833,6.0,45.0,58.99,59.0,48.5
1,61.03,62.0,30.15,0.69167,5.4,283.0,61.03,61.0,47.8
0,56.87,70.0,30.16,0.05,1.3,67.0,56.87,56.9,47.3
1,56.21,71.0,30.17,0.046669999999999996,1.6,247.0,56.21,56.2,46.7
0,55.82,72.0,30.18,0.005,1.1,247.0,55.82,55.8,46.7
1,53.59,76.0,30.19,0.0,0.0,247.0,53.59,53.6,46.4
0,51.57,81.0,30.2,0.0,0.0,247.0,51.57,51.6,46.0
0,50.77,84.0,30.21,0.0033299999999999996,1.1,247.0,50.77,50.8,46.0
0,49.79,88.0,30.22,0.07,2.1,247.0,49.79,49.8,46.3
0,47.89,91.0,30.24,0.0,0.0,247.0,47.89,47.9,45.4
0,47.03,92.0,30.25,0.13,2.7,247.0,47.03,47.0,44.7
0,46.5,93.0,30.27,0.0,0.0,292.0,46.5,46.5,44.6
0,46.7,93.0,30.28,0.0,0.0,315.0,46.7,46.7,44.8
0,46.21,93.0,30.31,0.03833,1.8,247.0,46.21,46.2,44.3
0,47.8,91.0,30.33,0.22166999999999998,5.5,247.0,47.8,47.8,45.3
1,54.57,80.0,30.36,1.9866700000000002,8.1,90.0,54.57,54.6,48.4
0,55.5,83.0,30.37,2.79,10.5,125.0,55.5,55.5,50.5
1,55.61,82.0,30.38,2.75333,9.5,82.0,55.61,55.6,50.1
0,56.17,80.0,30.37,2.5,6.7,95.0,56.17,56.2,50.0
0,56.77,78.0,30.36,2.75667,7.0,98.0,56.77,56.8,50.1
0,55.32,81.0,30.34,3.05333,8.4,87.0,55.32,55.3,49.7
0,55.07,82.0,30.35,2.595,7.7,116.0,55.07,55.1,49.7
0,53.27,86.0,30.36,2.10167,6.5,142.0,53.27,53.3,49.1
0,51.58,90.0,30.37,1.50833,7.2,127.0,51.58,51.6,48.8
0,51.13,93.0,30.37,1.945,8.4,173.0,51.13,51.1,49.1
0,49.37,96.0,30.38,1.3816700000000002,7.0,129.0,49.37,49.4,48.2
0,48.77,97.0,30.38,1.5716700000000001,6.5,135.0,48.77,48.8,47.9
0,48.59,97.0,30.38,0.995,4.7,110.0,48.59,48.6,47.8
1,48.33,98.0,30.38,0.64167,4.9,202.0,48.33,48.3,47.7
0,48.18,98.0,30.37,0.45166999999999996,3.2,91.0,48.18,48.2,47.7
0,48.2,98.0,30.36,0.26,2.2,225.0,48.2,48.2,47.7
0,47.79,98.0,30.36,0.17,3.5,135.0,47.79,47.8,47.3
0,47.52,98.0,30.34,0.36333000000000004,2.7,90.0,47.52,47.5,47.0
0,47.11,98.0,30.34,0.51,3.0,38.0,47.11,47.1,46.6
0,46.64,98.0,30.33,0.32166999999999996,2.6,350.0,46.64,46.6,46.1
0,46.47,98.0,30.33,0.25333,2.6,304.0,46.47,46.5,46.0
0,46.25,98.0,30.33,0.37833,2.6,292.0,46.25,46.3,45.8
0,45.68,98.0,30.34,1.37667,5.5,292.0,45.68,45.7,45.2
0,44.38,98.0,30.35,1.29167,5.4,22.0,44.38,44.4,43.8
1,44.84,98.0,30.36,0.8533299999999999,4.0,45.0,44.84,44.8,44.3
0,46.12,98.0,30.34,0.84167,4.2,45.0,46.12,46.1,45.5
0,48.37,98.0,30.33,1.19,4.9,12.0,48.37,48.4,47.7
1,52.38,91.0,30.3,2.32167,6.0,254.0,52.38,52.4,49.7
0,58.12,77.0,30.26,2.80667,6.2,194.0,58.12,58.1,50.9
0,63.34,67.0,30.25,1.70167,5.0,219.0,63.34,63.3,52.0
0,64.33,66.0,30.25,0.88333,3.2,66.0,64.33,64.3,52.5
1,60.48,70.0,30.25,1.63667,3.7,269.0,60.48,60.5,50.8
0,55.08,79.0,30.25,0.65333,2.7,251.0,55.08,55.1,48.8
0,51.21,87.0,30.26,0.615,3.0,287.0,51.21,51.2,47.5
0,49.1,91.0,30.26,0.175,2.2,225.0,49.1,49.1,46.7
1,48.15,94.0,30.25,0.11832999999999999,2.1,292.0,48.15,48.1,46.5
0,47.61,95.0,30.24,0.105,2.1,225.0,47.61,47.6,46.3
0,47.27,95.0,30.24,0.006670000000000001,1.1,315.0,47.27,47.3,45.9
1,46.07,96.0,30.22,0.01,1.6,315.0,46.07,46.1,45.0
0,45.22,96.0,30.22,0.0016699999999999998,1.1,292.0,45.22,45.2,44.2
0,44.36,97.0,30.21,0.005,1.1,202.0,44.36,44.4,43.6
0,43.48,97.0,30.2,0.02167,1.3,292.0,43.48,43.5,42.7
0,42.61,98.0,30.18,0.0,1.1,202.0,42.61,42.6,42.1
0,41.87,98.0,30.16,0.035,1.3,202.0,41.87,41.9,41.4
0,41.81,98.0,30.15,0.05,1.6,225.0,41.81,41.8,41.3
0,41.47,98.0,30.15,0.008329999999999999,1.3,292.0,41.47,41.5,41.0
1,40.28,98.0,30.15,0.08832999999999999,1.6,292.0,40.28,40.3,39.8
0,42.04,99.0,30.15,0.03667,1.8,315.0,42.04,42.0,41.7
0,48.12,91.0,30.14,1.205,5.5,256.0,48.12,48.1,45.5
0,56.21,73.0,30.12,3.08333,9.3,270.0,56.21,56.2,47.7
0,63.51,58.0,30.09,4.28167,10.0,247.0,63.51,63.5,48.4
0,67.76,53.0,30.06,4.025,8.9,212.0,67.76,67.8,50.0
0,70.49,50.0,30.03,4.195,8.4,216.0,70.49,70.5,51.2
0,71.18,50.0,30.02,4.235,11.6,188.0,71.18,71.2,51.5
0,70.21,52.0,30.02,4.55167,11.4,193.0,70.21,70.2,51.9
0,67.61,59.0,30.02,3.7216699999999996,9.8,222.0,67.61,67.6,52.6
1,63.93,67.0,30.03,3.14667,8.4,207.0,63.93,63.9,52.6
1,62.2,69.0,30.04,3.4033300000000004,9.3,214.0,62.2,62.2,52.0
1,61.29,72.0,30.05,3.6216699999999995,9.3,226.0,61.29,61.3,52.2
0,58.73,78.0,30.05,1.6483299999999999,7.7,270.0,58.73,58.7,51.8
0,58.03,79.0,30.05,1.1383299999999998,3.7,283.0,58.03,58.0,51.5
0,58.05,79.0,30.05,0.415,3.5,247.0,58.05,58.0,51.6
0,56.32,83.0,30.05,0.50667,2.7,360.0,56.32,56.3,51.4
0,54.58,87.0,30.05,0.54,4.4,273.0,54.58,54.6,50.8
0,57.38,85.0,30.04,2.5183299999999997,8.1,94.0,57.38,57.4,52.8
0,57.62,86.0,30.03,3.6183300000000003,10.3,228.0,57.62,57.6,53.4
0,56.97,89.0,30.03,3.935,8.4,230.0,56.97,57.0,53.7
0,55.59,92.0,30.02,3.14,8.4,224.0,55.59,55.6,53.3
0,54.26,95.0,30.02,1.745,6.5,240.0,54.26,54.3,53.0
0,54.59,96.0,30.01,2.56,10.5,251.0,54.59,54.6,53.5
1,55.49,96.0,30.01,3.01167,11.1,224.0,55.49,55.5,54.3
0,55.93,96.0,30.01,3.15833,8.9,217.0,55.93,55.9,54.9
