"ARRIVAL
DATE","ARRIVAL
TIME (if avail)",TERMINAL,SHIP NAME,"LAST PORT
 OF CALL (if avail)",PRODUCT TYPE - OIL,"PRODUCT AMOUNT - OIL
Multiply metric tons by 7.5 for approx bbls",,RUNNING TOTAL ,PRODUCT TYPE - NON-OIL,PRODUCT AMOUNT - NON OIL,,"RUNNING TOTAL
(Specify Units)"
6/2/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"47,500",,"9,381,510",,,,0
6/2/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"45,500",,"9,427,010",,,,0
6/2/20,,Buckeye,Noreaster,St.John,29 - Diesel (aka ULSD),"36,000",,"9,463,010",,,,0
6/2/20,,Buckeye,Noreaster,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","12,000",,"9,475,010",,,,0
6/2/20,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),"13,000",,"9,488,010",,,,0
6/3/20,,Sprague,Dee 4 Cedar,"Cartagena, Columbia","02 - #2 Fuel Oil (aka FO, MGO, DMA)","120,000",,"9,608,010",,,,0
6/4/20,,RTC-80,RTC-80,New York,34 - Ethanol (aka E-100),"20,000",,"9,628,010",,,,0
6/5/20,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,"115,000",,"9,743,010",,,,0
6/5/20,,Citgo,Noreaster,St.John,23 - Unleaded Gasoline,"108,000",,"9,851,010",,,,0
6/7/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"15,000",,"9,866,010",,,,0
6/7/20,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",726,,"9,866,736",,,,0
6/7/20,,Global ,New England,,06 - #6 Fuel Oil (aka IFO 380),2033,,"9,868,769",,,,0
6/10/20,,Citgo,Iver Prosperity,St.John,23 - Unleaded Gasoline,"122,000",,"9,990,769",,,,0
6/10/20,,Citgo,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"15,000",,"10,005,769",,,,0
6/10/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"47,000",,"10,052,769",,,,0
6/10/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"40,000",,"10,092,769",,,,0
6/10/20,,Buckeye,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"26,000",,"10,118,769",,,,0
6/10/20,,Buckeye,Iver Prosperity,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"10,128,769",,,,0
6/10/20,,Sprague,RTC-83,"Perth Amboy, NJ",25 - Jet Fuel,"32,000",,"10,160,769",,,,0
6/12/20,,Citgo,RTC-80,"Boston, MA",34 - Ethanol (aka E-100),"25,000",,"10,185,769",,,,0
6/12/20,,Sprague,Penn 92,St.John,41 - Asphalt,"59,300",,"10,245,069",,,,0
6/13/20,,Wyman Station,Tug-Genesis,,06 - #6 Fuel Oil (aka IFO 380),"64,000",,"10,309,069",,,,0
6/14/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"30,000",,"10,339,069",,,,0
6/14/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"50,000",,"10,389,069",,,,0
6/14/20,,Buckeye,Great Eastern ,St.John,29 - Diesel (aka ULSD),"40,000",,"10,429,069",,,,0
6/14/20,,Buckeye,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","15,000",,"10,444,069",,,,0
6/14/20,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",1089,,"10,445,158",,,,0
6/14/20,,Global ,New England,,06 - #6 Fuel Oil (aka IFO 380),2033,,"10,447,191",,,,0
6/16/20,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,"90,000",,"10,537,191",,,,0
6/16/20,,Citgo,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"10,547,191",,,,0
6/16/20,,Citgo,Great Eastern ,St.John,29 - Diesel (aka ULSD),"30,000",,"10,577,191",,,,0
6/16/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"10,000",,"10,587,191",,,,0
6/17/20,,Buckeye,DBL-104,"Albany, NY",34 - Ethanol (aka E-100),"20,000",,"10,607,191",,,,0
6/19/20,,Citgo,DBL-102,New York,28 - Premium Unleaded Gasoline,"25,000",,"10,632,191",,,,0
6/19/20,,Gulf,DBL-102,New Jersey,23 - Unleaded Gasoline,"10,000",,"10,642,191",,,,0
6/19/20,,Buckeye,DBL-102,New York,28 - Premium Unleaded Gasoline,"25,000",,"10,667,191",,,,0
6/20/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"30,000",,"10,697,191",,,,0
6/20/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"50,000",,"10,747,191",,,,0
6/20/20,,Buckeye,Great Eastern ,St.John,29 - Diesel (aka ULSD),"30,000",,"10,777,191",,,,0
6/20/20,,Buckeye,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","20,000",,"10,797,191",,,,0
6/21/20,,Global ,Palanca Rio,St.John,41 - Asphalt,"42,000",,"10,839,191",,,,0
6/23/20,,Gulf,NCC SAFA,"New Haven, CT`",23 - Unleaded Gasoline,"157,000",,"10,996,191",,,,0
6/25/20,,Citgo,Great Eastern ,St.John,29 - Diesel (aka ULSD),"30,000",,"11,026,191",,,,0
6/25/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"40,000",,"11,066,191",,,,0
6/25/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"55,000",,"11,121,191",,,,0
6/25/20,,Buckeye,Great Eastern ,St.John,29 - Diesel (aka ULSD),"40,000",,"11,161,191",,,,0
6/25/20,,Buckeye,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"11,171,191",,,,0
6/25/20,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,"90,000",,"11,261,191",,,,0
6/27/20,,Citgo,DBL-104,"Boston, MA",28 - Premium Unleaded Gasoline,"20,000",,"11,281,191",,,,0
6/30/20,,Wyman Station,Tug-Genesis,,06 - #6 Fuel Oil (aka IFO 380),"64,000",,"11,345,191",,,,0
7/2/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"46,000",,"11,391,191",,,,0
7/2/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"45,000",,"11,436,191",,,,0
7/2/20,,Buckeye,Noreaster,St.John,29 - Diesel (aka ULSD),"30,000",,"11,466,191",,,,0
7/3/20,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),"9,000",,"11,475,191",,,,0
7/3/20,,Buckeye,DBL-104,,34 - Ethanol (aka E-100),"10,000",,"11,485,191",,,,0
7/6/20,,Gulf,Noreaster,St.John,29 - Diesel (aka ULSD),"45,000",,"11,530,191",,,,0
7/7/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"80,000",,"11,610,191",,,,0
7/7/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"25,000",,"11,635,191",,,,0
7/7/20,,Buckeye,New England,St.John,29 - Diesel (aka ULSD),"30,000",,"11,665,191",,,,0
7/7/20,,Buckeye,New England,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"11,675,191",,,,0
7/7/20,,Sprague,Noreaster,St.John,29 - Diesel (aka ULSD),"35,000",,"11,710,191",,,,0
7/8/20,,Citgo,New England,St.John,23 - Unleaded Gasoline,"110,000",,"11,820,191",,,,0
7/8/20,,Citgo,New England,St.John,29 - Diesel (aka ULSD),"10,000",,"11,830,191",,,,0
7/10/20,,Global ,Palanca Rio,St.John,41 - Asphalt,"42,000",,"11,872,191",,,,0
7/11/20,,Citgo,RTC-103,New York,34 - Ethanol (aka E-100),"21,000",,"11,893,191",,,,0
7/12/20,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),"15,000",,"11,908,191",,,,0
7/12/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"30,000",,"11,938,191",,,,0
7/12/20,,Buckeye,New England,St.John,28 - Premium Unleaded Gasoline,"25,000",,"11,963,191",,,,0
7/12/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"40,000",,"12,003,191",,,,0
7/12/20,,Buckeye,New England,St.John,29 - Diesel (aka ULSD),"18,000",,"12,021,191",,,,0
7/12/20,,Buckeye,New England,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"12,031,191",,,,0
7/13/20,,Citgo,New England,St.John,23 - Unleaded Gasoline,"112,000",,"12,143,191",,,,0
7/13/20,,Citgo,New England,St.John,28 - Premium Unleaded Gasoline,"20,000",,"12,163,191",,,,0
7/13/20,,Citgo,New England,St.John,29 - Diesel (aka ULSD),"10,000",,"12,173,191",,,,0
7/13/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"10,000",,"12,183,191",,,,0
7/13/20,,Gulf,Turmoil,"New Haven, CT`",23 - Unleaded Gasoline,"140,000",,"12,323,191",,,,0
7/14/20,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",726,,"12,323,917",,,,0
7/17/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"60,000",,"12,383,917",,,,0
7/17/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"55,000",,"12,438,917",,,,0
7/17/20,,Buckeye,New England,St.John,29 - Diesel (aka ULSD),"45,000",,"12,483,917",,,,0
7/19/20,,Citgo,New England,"Boston, MA",23 - Unleaded Gasoline,"105,000",,"12,588,917",,,,0
7/20/20,,Citgo,RTC-107,"Boston, MA",28 - Premium Unleaded Gasoline,"25,000",,"12,613,917",,,,0
7/20/20,,Gulf,RTC-107,"Bayonne, New Jersey",23 - Unleaded Gasoline,"10,000",,"12,623,917",,,,0
7/22/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"26,000",,"12,649,917",,,,0
7/22/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"45,000",,"12,694,917",,,,0
7/22/20,,Buckeye,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"20,000",,"12,714,917",,,,0
7/22/20,,Buckeye,Iver Prosperity,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"12,724,917",,,,0
7/23/20,,Citgo,Iver Prosperity,St.John,23 - Unleaded Gasoline,"93,000",,"12,817,917",,,,0
7/23/20,,Citgo,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"20,000",,"12,837,917",,,,0
7/23/20,,Gulf,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"45,000",,"12,882,917",,,,0
7/25/20,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),"25,000",,"12,907,917",,,,0
7/25/20,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",1089,,"12,909,006",,,,0
7/25/20,,Global ,New England,,06 - #6 Fuel Oil (aka IFO 380),3388,,"12,912,394",,,,0
7/25/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"45,000",,"12,957,394",,,,0
7/25/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"38,000",,"12,995,394",,,,0
7/25/20,,Buckeye,New England,St.John,29 - Diesel (aka ULSD),"10,000",,"13,005,394",,,,0
7/25/20,,Buckeye,New England,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","37,000",,"13,042,394",,,,0
7/28/20,,Global ,New England,"Portland, Maine",06 - #6 Fuel Oil (aka IFO 380),,"2,371","13,040,023",,,,0
7/28/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"10,000",,"13,050,023",,,,0
7/28/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"15,000",,"13,065,023",,,,0
7/29/20,,Citgo,Noreaster,St.John,23 - Unleaded Gasoline,"62,000",,"13,127,023",,,,0
7/29/20,,Citgo,Noreaster,St.John,29 - Diesel (aka ULSD),"32,000",,"13,159,023",,,,0
8/2/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"20,000",,"13,179,023",,,,0
8/5/20,,Citgo,Noreaster,St.John,23 - Unleaded Gasoline,"70,000",,"13,249,023",,,,0
8/5/20,,Citgo,Noreaster,St.John,28 - Premium Unleaded Gasoline,"30,000",,"13,279,023",,,,0
8/5/20,,Citgo,Noreaster,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"13,289,023",,,,0
8/12/20,,Citgo,Noreaster,St.John,23 - Unleaded Gasoline,"50,000",,"13,339,023",,,,0
8/12/20,,Citgo,Noreaster,St.John,28 - Premium Unleaded Gasoline,"20,000",,"13,359,023",,,,0
8/12/20,,Citgo,Noreaster,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"13,369,023",,,,0
8/12/20,,Citgo,Noreaster,St.John,29 - Diesel (aka ULSD),"20,000",,"13,389,023",,,,0
8/9/20,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,"120,000",,"13,509,023",,,,0
8/9/20,,Citgo,Great Eastern ,St.John,29 - Diesel (aka ULSD),"20,000",,"13,529,023",,,,0
8/13/20,,Citgo,Eva leigh Cutler,"Boston, MA",34 - Ethanol (aka E-100),"21,600",,"13,550,623",,,,0
8/18/20,,Citgo,DBL-104,"Searsport, Maine",34 - Ethanol (aka E-100),"17,000",,"13,567,623",,,,0
8/18/20,,Citgo,Iver Prosperity,St.John,23 - Unleaded Gasoline,"105,000",,"13,672,623",,,,0
8/18/20,,Citgo,Iver Prosperity,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"13,682,623",,,,0
8/18/20,,Citgo,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"20,000",,"13,702,623",,,,0
8/22/20,,Citgo,Acadian,St.John,23 - Unleaded Gasoline,"113,000",,"13,815,623",,,,0
8/28/20,,Citgo,Acadian,St.John,23 - Unleaded Gasoline,"63,000",,"13,878,623",,,,0
8/28/20,,Citgo,Acadian,St.John,28 - Premium Unleaded Gasoline,"18,000",,"13,896,623",,,,0
8/28/20,,Citgo,Acadian,St.John,29 - Diesel (aka ULSD),"10,000",,"13,906,623",,,,0
8/5/20,,Gulf,Noreaster,St.John,23 - Unleaded Gasoline,"40,000",,"13,946,623",,,,0
8/5/20,,Gulf,Pacific Diamond,"New Haven, CT`",23 - Unleaded Gasoline,"150,000",,"14,096,623",,,,0
8/12/20,,Gulf,East Coast,St.John,29 - Diesel (aka ULSD),"45,000",,"14,141,623",,,,0
8/9/20,,Gulf,RTC-81,New York,34 - Ethanol (aka E-100),"25,000",,"14,166,623",,,,0
8/31/20,,Gulf,RTC-103,New York,34 - Ethanol (aka E-100),"25,000",,"14,191,623",,,,0
8/2/20,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),"20,000",,"14,211,623",,,,0
8/3/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"20,000",,"14,231,623",,,,0
8/3/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"15,000",,"14,246,623",,,,0
8/3/20,,Buckeye,Noreaster,St.John,29 - Diesel (aka ULSD),"40,000",,"14,286,623",,,,0
8/8/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"50,000",,"14,336,623",,,,0
8/8/20,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,"50,000",,"14,386,623",,,,0
8/8/20,,Buckeye,Great Eastern ,St.John,29 - Diesel (aka ULSD),"25,000",,"14,411,623",,,,0
8/11/20,,Buckeye,East Coast,St.John,23 - Unleaded Gasoline,"40,000",,"14,451,623",,,,0
8/11/20,,Buckeye,East Coast,St.John,28 - Premium Unleaded Gasoline,"40,000",,"14,491,623",,,,0
8/11/20,,Buckeye,East Coast,St.John,29 - Diesel (aka ULSD),"40,000",,"14,531,623",,,,0
8/11/20,,Buckeye,East Coast,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"14,541,623",,,,0
8/16/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"35,000",,"14,576,623",,,,0
8/16/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"45,000",,"14,621,623",,,,0
8/16/20,,Buckeye,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"40,000",,"14,661,623",,,,0
8/16/20,,Buckeye,Iver Prosperity,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"14,671,623",,,,0
8/22/20,,Buckeye,Acadian,St.John,23 - Unleaded Gasoline,"65,000",,"14,736,623",,,,0
8/22/20,,Buckeye,Acadian,St.John,23 - Unleaded Gasoline,"45,000",,"14,781,623",,,,0
8/19/20,,Buckeye,DBL-104,St.John,34 - Ethanol (aka E-100),"25,000",,"14,806,623",,,,0
8/29/20,,Buckeye,DBL-104,St.John,29 - Diesel (aka ULSD),"15,000",,"14,821,623",,,,0
8/27/20,,Buckeye,Acadian,St.John,23 - Unleaded Gasoline,"15,000",,"14,836,623",,,,0
8/27/20,,Buckeye,Acadian,St.John,28 - Premium Unleaded Gasoline,"27,000",,"14,863,623",,,,0
8/27/20,,Buckeye,Acadian,St.John,23 - Unleaded Gasoline,"50,000",,"14,913,623",,,,0
8/27/20,,Buckeye,Acadian,St.John,29 - Diesel (aka ULSD),"28,000",,"14,941,623",,,,0
8/27/20,,Buckeye,Acadian,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","4,000",,"14,945,623",,,,0
8/31/20,,Global ,New England,,06 - #6 Fuel Oil (aka IFO 380),1626,,"14,947,249",,,,0
8/14/20,,Sprague,DS-58,New York,24 - Aviation Gasoline,"25,000",,"14,972,249",,,,0
8/23/20,,Sprague,Palanca Rio,"Baltimore, MD",88 - Other,"17,000",,"14,989,249",,,,0
9/2/20,,Citgo,Iver Prosperity,St.John,23 - Unleaded Gasoline,"112,000",,"15,101,249",,,,0
9/2/20,,Citgo,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"40,000",,"15,141,249",,,,0
9/4/20,,Citgo,DBL-104,,34 - Ethanol (aka E-100),"20,000",,"15,161,249",,,,0
9/6/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"70,000",,"15,231,249",,,,0
9/6/20,,Citgo,Cape Gavi,St.John,28 - Premium Unleaded Gasoline,"20,000",,"15,251,249",,,,0
9/6/20,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),"42,000",,"15,293,249",,,,0
9/7/20,,Citgo,Eva leigh Cutler,"Braintree, MA",34 - Ethanol (aka E-100),"25,000",,"15,318,249",,,,0
9/12/20,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),"10,000",,"15,328,249",,,,0
9/21/20,,Citgo,East Coast,St.John,23 - Unleaded Gasoline,"83,000",,"15,411,249",,,,0
9/21/20,,Citgo,East Coast,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"15,421,249",,,,0
9/21/20,,Citgo,East Coast,St.John,29 - Diesel (aka ULSD),"28,000",,"15,449,249",,,,0
9/17/20,,Citgo,New England,St.John,23 - Unleaded Gasoline,"114,000",,"15,563,249",,,,0
9/17/20,,Citgo,New England,St.John,28 - Premium Unleaded Gasoline,"20,000",,"15,583,249",,,,0
9/21/20,,Citgo,DBL-104,St.John,34 - Ethanol (aka E-100),"25,000",,"15,608,249",,,,0
9/23/20,,Citgo,Noreaster,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","10,000",,"15,618,249",,,,0
9/23/20,,Citgo,Noreaster,St.John,29 - Diesel (aka ULSD),"28,000",,"15,646,249",,,,0
9/27/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"150,000",,"15,796,249",,,,0
9/27/20,,Citgo,Cape Gavi,St.John,28 - Premium Unleaded Gasoline,"25,000",,"15,821,249",,,,0
9/7/20,,Gulf,Cape Gavi,St.John,23 - Unleaded Gasoline,"45,000",,"15,866,249",,,,0
9/11/20,,Gulf,TMI-17,New York,29 - Diesel (aka ULSD),"85,000",,"15,951,249",,,,0
9/18/20,,Gulf,DBL-102,"Port Reading, NJ",23 - Unleaded Gasoline,"100,000",,"16,051,249",,,,0
9/2/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"45,000",,"16,096,249",,,,0
9/2/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"20,000",,"16,116,249",,,,0
9/2/20,,Buckeye,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"43,000",,"16,159,249",,,,0
9/5/20,,Buckeye,Iver Prosperity,St.John,23 - Unleaded Gasoline,"20,000",,"16,179,249",,,,0
9/5/20,,Buckeye,Iver Prosperity,St.John,29 - Diesel (aka ULSD),"20,000",,"16,199,249",,,,0
9/5/20,,Buckeye,Iver Prosperity,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","30,000",,"16,229,249",,,,0
9/12/20,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),"15,000",,"16,244,249",,,,0
9/27/20,,Buckeye,Noreaster,,23 - Unleaded Gasoline,"20,000",,"16,264,249",,,,0
9/27/20,,Buckeye,Noreaster,New York,28 - Premium Unleaded Gasoline,"13,000",,"16,277,249",,,,0
9/27/20,,Buckeye,Noreaster,New York,23 - Unleaded Gasoline,"42,000",,"16,319,249",,,,0
9/27/20,,Buckeye,Noreaster,New York,29 - Diesel (aka ULSD),"25,000",,"16,344,249",,,,0
9/27/20,,Buckeye,Noreaster,New York,34 - Ethanol (aka E-100),"25,000",,"16,369,249",,,,0
9/23/20,,Buckeye,Noreaster,,29 - Diesel (aka ULSD),"18,000",,"16,387,249",,,,0
9/23/20,,Buckeye,Noreaster,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","27,000",,"16,414,249",,,,0
9/19/20,,Buckeye,East Coast,,23 - Unleaded Gasoline,"34,000",,"16,448,249",,,,0
9/19/20,,Buckeye,East Coast,,23 - Unleaded Gasoline,"50,000",,"16,498,249",,,,0
9/19/20,,Buckeye,East Coast,,29 - Diesel (aka ULSD),"25,000",,"16,523,249",,,,0
9/19/20,,Buckeye,East Coast,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","25,000",,"16,548,249",,,,0
9/26/20,,Buckeye,Cape Gavi,St.John,23 - Unleaded Gasoline,"20,000",,"16,568,249",,,,0
9/26/20,,Buckeye,Cape Gavi,St.John,28 - Premium Unleaded Gasoline,"13,000",,"16,581,249",,,,0
9/26/20,,Buckeye,Cape Gavi,St.John,23 - Unleaded Gasoline,"42,000",,"16,623,249",,,,0
9/26/20,,Buckeye,Cape Gavi,St.John,29 - Diesel (aka ULSD),"25,000",,"16,648,249",,,,0
9/26/20,,Buckeye,Cape Gavi,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","25,000",,"16,673,249",,,,0
9/2/20,,Global ,Asphalt Sailor,"Cartegena, Columbia",41 - Asphalt,"42,000",,"16,715,249",,,,0
9/17/20,,Global ,Long Island,"Bayonne, New Jersey",06 - #6 Fuel Oil (aka IFO 380),"16,000",,"16,731,249",,,,0
9/20/20,,Sprague,RTC-102,New Jersey,25 - Jet Fuel,"20,000",,"16,751,249",,,,0
9/20/20,,Sprague,RTC-102,New Jersey,88 - Other,"44,000",,"16,795,249",,,,0
9/26/20,,Sprague,Turquoise,"Montreal, Canada",29 - Diesel (aka ULSD),"75,000",,"16,870,249",,,,0
10/2/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"15,000",,"16,885,249",,,,0
10/5/20,,Citgo,Noreaster,St.John,23 - Unleaded Gasoline,"80,000",,"16,965,249",,,,0
10/5/20,,Citgo,Noreaster,St.John,29 - Diesel (aka ULSD),"10,000",,"16,975,249",,,,0
10/10/20,,Citgo,Eva leigh Cutler,"Boston, MA",34 - Ethanol (aka E-100),"21,000",,"16,996,249",,,,0
10/10/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"100,000",,"17,096,249",,,,0
10/10/20,,Citgo,Cape Gavi,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","37,000",,"17,133,249",,,,0
10/10/20,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),"50,000",,"17,183,249",,,,0
10/10/20,,Citgo,Cape Gavi,St.John,28 - Premium Unleaded Gasoline,"22,000",,"17,205,249",,,,0
10/13/20,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),"10,000",,"17,215,249",,,,0
10/14/20,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,"80,000",,"17,295,249",,,,0
10/31/20,,Citgo,DBL-104,St.John,23 - Unleaded Gasoline,"90,000",,"17,385,249",,,,0
10/23/20,,Citgo,East Coast,St.John,23 - Unleaded Gasoline,"182,000",,"17,567,249",,,,0
10/23/20,,Citgo,East Coast,St.John,28 - Premium Unleaded Gasoline,"20,000",,"17,587,249",,,,0
10/23/20,,Citgo,East Coast,St.John,29 - Diesel (aka ULSD),"45,000",,"17,632,249",,,,0
10/25/20,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),"15,000",,"17,647,249",,,,0
10/4/20,,Gulf,Noreaster,St.John,23 - Unleaded Gasoline,"45,000",,"17,692,249",,,,0
10/15/20,,Gulf,Cape Gavi,St.John,29 - Diesel (aka ULSD),"45,000",,"17,737,249",,,,0
10/10/20,,Gulf,Cape Gavi,St.John,23 - Unleaded Gasoline,"48,000",,"17,785,249",,,,0
10/24/20,,Gulf,Great Eastern ,St.John,23 - Unleaded Gasoline,"50,000",,"17,835,249",,,,0
10/24/20,,Gulf,Great Eastern ,St.John,29 - Diesel (aka ULSD),"15,000",,"17,850,249",,,,0
10/8/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"55,000",,"17,905,249",,,,0
10/8/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"85,000",,"17,990,249",,,,0
10/8/20,,Buckeye,New England,St.John,29 - Diesel (aka ULSD),"42,000",,"18,032,249",,,,0
10/8/20,,Buckeye,New England,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","83,000",,"18,115,249",,,,0
10/15/20,,Buckeye,NH Erie,"Portsmouth, NH",29 - Diesel (aka ULSD),"14,000",,"18,129,249",,,,0
10/15/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"67,000",,"18,196,249",,,,0
10/15/20,,Buckeye,Noreaster,St.John,28 - Premium Unleaded Gasoline,"38,000",,"18,234,249",,,,0
10/15/20,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,"68,000",,"18,302,249",,,,0
10/15/20,,Buckeye,Noreaster,St.John,29 - Diesel (aka ULSD),"62,000",,"18,364,249",,,,0
10/15/20,,Buckeye,Noreaster,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)","25,000",,"18,389,249",,,,0
10/2/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"45,000",,"18,434,249",,,,0
10/2/20,,Buckeye,New England,St.John,23 - Unleaded Gasoline,"15,000",,"18,449,249",,,,0
10/2/20,,Buckeye,DBL-104,St.John,34 - Ethanol (aka E-100),"25,000",,"18,474,249",,,,0
10/23/20,,Buckeye,East Coast,St.John,28 - Premium Unleaded Gasoline,"15,000",,"18,489,249",,,,0
10/6/20,,Global ,New England,,06 - #6 Fuel Oil (aka IFO 380),2168,,"18,491,417",,,,0
10/15/20,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",2068,,"18,493,485",,,,0
11/1/20,,Citgo,East Coast,St.John,23 - Unleaded Gasoline,"38,000",,"18,531,485",,,,0
11/7/20,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),"20,000",,"18,551,485",,,,0
